Chip Run Info,D:\PCR DATA\Goran\01072014 HSC ss5 MS\ChipRun.bml,1361898495,96.96 (136x),GE 96x96 Standard v2,ROX,FAM-MGB,7/1/2014 5:04:21 PM,01:31:10,BIOMARKHD151
Application Version,4.1.2
Application Build,20140110.1735
Export Type,Table Results
Quality Threshold,0.6
Baseline Correction Method,Linear (Derivative)
Ct Threshold Method,Auto (Detectors)


Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,User
Chamber,Sample,Sample,Sample,Sample,FAM-MGB,FAM-MGB,FAM-MGB,Ct,Ct,Ct,Ct,Delta Ct Sample,Delta Ct Sample,Delta Ct Sample,Delta Ct Reagent,Delta Ct Reagent,Delta Ct Reagent,Delta Delta Ct,Delta Delta Ct,Delta Delta Ct,Delta Delta Ct,Defined
ID,Name,Type,rConc,Reference,Name,Type,Reference,Value,Quality,Call,Threshold,Value,Quality,Call,Value,Quality,Call,Value,Fold Change,Quality,Call,Comments
S77-A34,SS75,Unknown,1,,IGF2BPI,Test,ref,16.8104650389537,1,Pass,0.00917964402223912,999,0,Fail,4.47934106844614,0.944797923337419,Pass,999,-1,0,Fail,
S77-A35,SS75,Unknown,1,,LYL1,Test,ref,23.9047235562753,0.757264083345301,Pass,0.00543433262818719,999,0,Fail,11.5735995857678,0.757264083345301,Pass,999,-1,0,Fail,
S77-A36,SS75,Unknown,1,,RUNX1,Test,ref,14.49762818381,0.935785848714119,Pass,0.00906314899108036,999,0,Fail,2.16650421330249,0.935785848714119,Pass,999,-1,0,Fail,
S77-A37,SS75,Unknown,1,,CCNA1,Test,ref,999,0,Fail,0.0233889804490084,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S77-A38,SS75,Unknown,1,,CD100,Test,ref,999,0,Fail,0.00775506250391744,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S77-A39,SS75,Unknown,1,,CD84,Test,ref,16.1556748118419,0.779187332808708,Pass,0.0195040049282306,999,0,Fail,3.82455084133438,0.779187332808708,Pass,999,-1,0,Fail,
S77-A40,SS75,Unknown,1,,CD38,Test,ref,999,0,Fail,0.015635308545831,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S77-A41,SS75,Unknown,1,,CD56,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S77-A42,SS75,Unknown,1,,CD98,Test,ref,17.5781534958281,0.950059662204706,Pass,0.00959679854555403,999,0,Fail,5.24702952532054,0.944797923337419,Pass,999,-1,0,Fail,
S77-A43,SS75,Unknown,1,,CEACAM1,Test,ref,999,0,Fail,0.00517922557972216,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S77-A44,SS75,Unknown,1,,EPOR,Test,ref,999,0,Fail,0.00714922939070527,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S77-A45,SS75,Unknown,1,,Hes1,Test,ref,999,0,Fail,0.00476066601553474,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S77-A46,SS75,Unknown,1,,IK7F,Test,ref,16.1691743159265,0.857727898050703,Pass,0.00709356824211718,999,0,Fail,3.83805034541902,0.857727898050703,Pass,999,-1,0,Fail,
S77-A47,SS75,Unknown,1,,mKi67,Test,ref,999,0,Fail,0.00665043797732045,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S77-A48,SS75,Unknown,1,,SELL,Test,ref,16.0653859918356,0.804795633865513,Pass,0.00840508919325634,999,0,Fail,3.73426202132807,0.804795633865513,Pass,999,-1,0,Fail,
S77-A54,SS75,Unknown,1,,CD99,Test,ref,15.6343292854394,1,Pass,0.00879726160737329,999,0,Fail,3.3032053149319,0.944797923337419,Pass,999,-1,0,Fail,
S77-A53,SS75,Unknown,1,,CD61,Test,ref,999,0,Fail,0.0106381859274878,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S77-A52,SS75,Unknown,1,,CD4,Test,ref,16.3321002881979,0.913006967301702,Pass,0.00718298207592986,999,0,Fail,4.00097631769036,0.913006967301702,Pass,999,-1,0,Fail,
S77-A51,SS75,Unknown,1,,CD22,Test,ref,999,0,Fail,0.00877939272834603,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S77-A50,SS75,Unknown,1,,CD11a,Test,ref,999,0,Fail,0.00812914085089729,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S77-A49,SS75,Unknown,1,,CCNB1,Test,ref,999,0,Fail,0.0138130606667782,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S77-A60,SS75,Unknown,1,,SELP,Test,ref,999,0,Fail,0.00733681638298117,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S77-A59,SS75,Unknown,1,,MPL,Test,ref,16.2488635441023,0.89302514731722,Pass,0.00889315713841857,999,0,Fail,3.91773957359473,0.89302514731722,Pass,999,-1,0,Fail,
S77-A58,SS75,Unknown,1,,IL2RG,Test,ref,18.8197690661107,0.978880092777179,Pass,0.0102484366681444,999,0,Fail,6.48864509560318,0.944797923337419,Pass,999,-1,0,Fail,
S77-A57,SS75,Unknown,1,,HEY2,Test,ref,999,0,Fail,0.00937299001922149,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S77-A56,SS75,Unknown,1,,ERG,Test,ref,13.5386010464678,0.920373518820832,Fail,0.00736185684040496,999,0,Fail,1.20747707596026,0.920373518820832,Fail,999,-1,0,Fail,
S77-A55,SS75,Unknown,1,,CEACAM3,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S77-A66,SS75,Unknown,1,,CDKN1A,Test,ref,999,0,Fail,0.0038182707736666,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S77-A65,SS75,Unknown,1,,CD63,Test,ref,13.1640323013465,0.758289470591127,Pass,0.0103470318132771,999,0,Fail,0.832908330839023,0.758289470591127,Pass,999,-1,0,Fail,
S77-A64,SS75,Unknown,1,,CD48,Test,ref,16.4068050373385,0.927928485412613,Pass,0.011165875493998,999,0,Fail,4.07568106683101,0.927928485412613,Pass,999,-1,0,Fail,
S77-A63,SS75,Unknown,1,,CD243,Test,ref,15.5314294256785,0.921732540434004,Pass,0.0143776782048589,999,0,Fail,3.20030545517098,0.921732540434004,Pass,999,-1,0,Fail,
S77-A62,SS75,Unknown,1,,CD13,Test,ref,18.3061534371827,1,Pass,0.0106337688185634,999,0,Fail,5.97502946667514,0.944797923337419,Pass,999,-1,0,Fail,
S77-A61,SS75,Unknown,1,,CCNC,Test,ref,17.5467597305348,0.795767650581249,Pass,0.0131207306365164,999,0,Fail,5.21563576002724,0.795767650581249,Pass,999,-1,0,Fail,
S77-A72,SS75,Unknown,1,,TAL1,Test,ref,19.4164526604919,0.934429706074706,Pass,0.0105145637107563,999,0,Fail,7.08532868998437,0.934429706074706,Pass,999,-1,0,Fail,
S77-A71,SS75,Unknown,1,,MPO,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S77-A70,SS75,Unknown,1,,IL7R,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S77-A69,SS75,Unknown,1,,HMGA2,Test,ref,999,0,Fail,0.011342936222251,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S77-A68,SS75,Unknown,1,,FLI1,Test,ref,15.3546592621027,0.732082766959335,Pass,0.00577758540573219,999,0,Fail,3.02353529159515,0.732082766959335,Pass,999,-1,0,Fail,
S77-A67,SS75,Unknown,1,,CEACAM5,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S77-A78,SS75,Unknown,1,,CDKN1B,Test,ref,17.7848155742318,0.917035141379595,Pass,0.00779516202939579,999,0,Fail,5.45369160372431,0.917035141379595,Pass,999,-1,0,Fail,
S77-A77,SS75,Unknown,1,,CD71,Test,ref,15.9622504608916,1,Pass,0.014061906373137,999,0,Fail,3.63112649038407,0.944797923337419,Pass,999,-1,0,Fail,
S77-A76,SS75,Unknown,1,,CD49e,Test,ref,999,0,Fail,0.011205159218408,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S77-A75,SS75,Unknown,1,,CD244,Test,ref,16.0379823548149,0.82445043465987,Pass,0.0133227052026465,999,0,Fail,3.7068583843074,0.82445043465987,Pass,999,-1,0,Fail,
S77-A74,SS75,Unknown,1,,CD15,Test,ref,18.6045976120153,0.980282966700909,Pass,0.0103571401368519,999,0,Fail,6.27347364150778,0.944797923337419,Pass,999,-1,0,Fail,
S77-A73,SS75,Unknown,1,,CCND1,Test,ref,999,0,Fail,0.0081677341556075,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S77-A84,SS75,Unknown,1,,THY1,Test,ref,999,0,Fail,0.0065164486298048,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S77-A83,SS75,Unknown,1,,Notch1,Test,ref,999,0,Fail,0.00529467926150921,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S77-A82,SS75,Unknown,1,,ITGB7,Test,ref,999,0,Fail,0.0092058463308281,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S77-A81,SS75,Unknown,1,,HOXA5,Test,ref,19.6824879482567,0.958606687847415,Pass,0.00604053731352747,999,0,Fail,7.35136397774918,0.944797923337419,Pass,999,-1,0,Fail,
S77-A80,SS75,Unknown,1,,FLT3,Test,ref,999,0,Fail,0.0100339840136811,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S77-A79,SS75,Unknown,1,,CEACAM6,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S77-A90,SS75,Unknown,1,,Cdkn1c,Test,ref,999,0,Fail,0.00488845349121929,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S77-A89,SS75,Unknown,1,,CD86,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S77-A88,SS75,Unknown,1,,CD49f,Test,ref,16.9365433886332,1,Pass,0.0159430412820121,999,0,Fail,4.60541941812566,0.944797923337419,Pass,999,-1,0,Fail,
S77-A87,SS75,Unknown,1,,CD33,Test,ref,999,0,Fail,0.0120626810533097,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S77-A86,SS75,Unknown,1,,CD151,Test,ref,14.755946651977,1,Pass,0.0145099881811032,999,0,Fail,2.42482268146949,0.944797923337419,Pass,999,-1,0,Fail,
S77-A85,SS75,Unknown,1,,CCNE1,Test,ref,999,0,Fail,0.0102196121843372,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S77-A96,SS75,Unknown,1,,VWF,Test,ref,999,0,Fail,0.00382006558225211,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S77-A95,SS75,Unknown,1,,Pu1,Test,ref,999,0,Fail,0.00638928502851184,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S77-A94,SS75,Unknown,1,,KIT,Test,ref,14.9030761887335,0.971733392203603,Pass,0.00699479270713429,999,0,Fail,2.57195221822595,0.944797923337419,Pass,999,-1,0,Fail,
S77-A93,SS75,Unknown,1,,HOXB4,Test,ref,15.9259920661932,0.976720763627382,Pass,0.00524913885620777,999,0,Fail,3.59486809568565,0.944797923337419,Pass,999,-1,0,Fail,
S77-A92,SS75,Unknown,1,,ref,Reference,,12.4374442784198,0.889595846674837,Pass,0.00547711740858932,999,0,Fail,0.106320307912279,0.889595846674837,Pass,999,-1,0,Fail,
S77-A91,SS75,Unknown,1,,CEBPalfa,Test,ref,999,0,Fail,0.00479386673841566,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S23-A01,SS23,Unknown,1, ,ACE,Test,ref,999,0,Fail,0.00417469413939947,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S23-A02,SS23,Unknown,1, ,Ccnf,Test,ref,999,0,Fail,0.00762680449631716,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S23-A03,SS23,Unknown,1, ,Cd162,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S23-A04,SS23,Unknown,1, ,CD34,Test,ref,16.7467311627466,0.995933489551326,Pass,0.0110004302618243,999,0,Fail,3.69967632940596,0.916591752882029,Pass,999,-1,0,Fail,
S23-A05,SS23,Unknown,1, ,CD53,Test,ref,16.536389920241,0.874710024760628,Pass,0.00961195006642353,999,0,Fail,3.48933508690036,0.874710024760628,Pass,999,-1,0,Fail,
S23-A06,SS23,Unknown,1, ,CD9,Test,ref,999,0,Fail,0.0131871627125278,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S23-A07,SS23,Unknown,1, ,CDKN2A,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S23-A08,SS23,Unknown,1, ,CSF3R,Test,ref,13.9871269343075,1,Pass,0.00739483819285099,999,0,Fail,0.940072100966798,0.916591752882029,Pass,999,-1,0,Fail,
S23-A09,SS23,Unknown,1, ,GATA1,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S23-A10,SS23,Unknown,1, ,HPRT,Test,ref,999,0,Fail,0.00798256174323489,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S23-A11,SS23,Unknown,1, ,Lin28B,Test,ref,999,0,Fail,0.00623241913871582,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S23-A12,SS23,Unknown,1, ,RAG2,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S23-A13,SS23,Unknown,1, ,AHR,Test,ref,16.8747262060304,1,Pass,0.0106856699938162,999,0,Fail,3.82767137268969,0.916591752882029,Pass,999,-1,0,Fail,
S23-A14,SS23,Unknown,1, ,CCNG1,Test,ref,14.739184383358,0.959963449428861,Pass,0.00646031329530732,999,0,Fail,1.69212955001736,0.916591752882029,Pass,999,-1,0,Fail,
S23-A15,SS23,Unknown,1, ,CD165,Test,ref,999,0,Fail,0.00740489284862091,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S23-A16,SS23,Unknown,1, ,CD35,Test,ref,15.0576648435499,0.903127228763735,Pass,0.00586561205902168,999,0,Fail,2.01061001020923,0.903127228763735,Pass,999,-1,0,Fail,
S23-A17,SS23,Unknown,1, ,CD54,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S23-A18,SS23,Unknown,1, ,CD93,Test,ref,999,0,Fail,0.00678282059893852,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S23-A19,SS23,Unknown,1, ,CDKN2B,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S23-A20,SS23,Unknown,1, ,EBF1,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S23-A21,SS23,Unknown,1, ,GATA2,Test,ref,999,0,Fail,0.00532992442214292,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S23-A22,SS23,Unknown,1, ,ID2,Test,ref,14.7015042720133,0.956736345626145,Pass,0.0122855592702119,999,0,Fail,1.6544494386726,0.916591752882029,Pass,999,-1,0,Fail,
S23-A23,SS23,Unknown,1, ,LMO2,Test,ref,13.4770886292002,0.82635197788047,Pass,0.00758847865136622,999,0,Fail,0.43003379585949,0.82635197788047,Pass,999,-1,0,Fail,
S23-A24,SS23,Unknown,1, ,ref,Reference,,12.0430136327047,1,Pass,0.00547711740858932,999,0,Fail,-1.00404120063595,0.916591752882029,Pass,999,-1,0,Fail,
S23-A25,SS23,Unknown,1, ,BMI1,Test,ref,15.6370317356125,0.798879356873253,Pass,0.0128993322677345,999,0,Fail,2.58997690227179,0.798879356873253,Pass,999,-1,0,Fail,
S23-A26,SS23,Unknown,1, ,CCR,Test,ref,999,0,Fail,0.00818805193545112,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S23-A27,SS23,Unknown,1, ,CD18,Test,ref,999,0,Fail,0.00925003762727756,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S23-A28,SS23,Unknown,1, ,CD36,Test,ref,999,0,Fail,0.0142798031525467,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S23-A29,SS23,Unknown,1, ,CD55,Test,ref,14.7003044403893,0.922934772796494,Pass,0.00668291726756213,999,0,Fail,1.6532496070486,0.916591752882029,Pass,999,-1,0,Fail,
S23-A30,SS23,Unknown,1, ,CD97,Test,ref,999,0,Fail,0.00847193364645452,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S23-A31,SS23,Unknown,1, ,CDKN2C,Test,ref,999,0,Fail,0.00740745955247231,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S23-A32,SS23,Unknown,1, ,ENG,Test,ref,24.8608254438121,0.972492972115831,Pass,0.00900706227692326,999,0,Fail,11.8137706104714,0.916591752882029,Pass,999,-1,0,Fail,
S23-A33,SS23,Unknown,1, ,GFI1,Test,ref,999,0,Fail,0.00459278880011109,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S23-A34,SS23,Unknown,1, ,IGF2BPI,Test,ref,15.5449384225029,1,Pass,0.00917964402223912,999,0,Fail,2.49788358916223,0.916591752882029,Pass,999,-1,0,Fail,
S23-A35,SS23,Unknown,1, ,LYL1,Test,ref,999,0,Fail,0.00543433262818719,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S23-A36,SS23,Unknown,1, ,RUNX1,Test,ref,15.4161767270161,0.925891509887868,Pass,0.00906314899108036,999,0,Fail,2.36912189367544,0.916591752882029,Pass,999,-1,0,Fail,
S23-A37,SS23,Unknown,1, ,CCNA1,Test,ref,999,0,Fail,0.0233889804490084,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S23-A38,SS23,Unknown,1, ,CD100,Test,ref,999,0,Fail,0.00775506250391744,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S23-A39,SS23,Unknown,1, ,CD84,Test,ref,17.7260846101956,0.950469733254545,Pass,0.0195040049282306,999,0,Fail,4.67902977685491,0.916591752882029,Pass,999,-1,0,Fail,
S23-A40,SS23,Unknown,1, ,CD38,Test,ref,999,0,Fail,0.015635308545831,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S23-A41,SS23,Unknown,1, ,CD56,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S23-A42,SS23,Unknown,1, ,CD98,Test,ref,999,0,Fail,0.00959679854555403,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S23-A43,SS23,Unknown,1, ,CEACAM1,Test,ref,999,0,Fail,0.00517922557972216,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S23-A44,SS23,Unknown,1, ,EPOR,Test,ref,999,0,Fail,0.00714922939070527,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S23-A45,SS23,Unknown,1, ,Hes1,Test,ref,999,0,Fail,0.00476066601553474,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S23-A46,SS23,Unknown,1, ,IK7F,Test,ref,17.3310130541706,0.761925224796689,Pass,0.00709356824211718,999,0,Fail,4.2839582208299,0.761925224796689,Pass,999,-1,0,Fail,
S23-A47,SS23,Unknown,1, ,mKi67,Test,ref,999,0,Fail,0.00665043797732045,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S23-A48,SS23,Unknown,1, ,SELL,Test,ref,16.6144347942484,0.954107526933875,Pass,0.00840508919325634,999,0,Fail,3.56737996090772,0.916591752882029,Pass,999,-1,0,Fail,
S23-A54,SS23,Unknown,1, ,CD99,Test,ref,17.2772320443443,0.995327038745147,Pass,0.00879726160737329,999,0,Fail,4.23017721100364,0.916591752882029,Pass,999,-1,0,Fail,
S23-A53,SS23,Unknown,1, ,CD61,Test,ref,999,0,Fail,0.0106381859274878,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S23-A52,SS23,Unknown,1, ,CD4,Test,ref,16.3798422121474,0.943092463663138,Pass,0.00718298207592986,999,0,Fail,3.33278737880673,0.916591752882029,Pass,999,-1,0,Fail,
S23-A51,SS23,Unknown,1, ,CD22,Test,ref,999,0,Fail,0.00877939272834603,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S23-A50,SS23,Unknown,1, ,CD11a,Test,ref,999,0,Fail,0.00812914085089729,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S23-A49,SS23,Unknown,1, ,CCNB1,Test,ref,999,0,Fail,0.0138130606667782,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S23-A60,SS23,Unknown,1, ,SELP,Test,ref,999,0,Fail,0.00733681638298117,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S23-A59,SS23,Unknown,1, ,MPL,Test,ref,18.0553955909965,0.831546099507271,Pass,0.00889315713841857,999,0,Fail,5.00834075765584,0.831546099507271,Pass,999,-1,0,Fail,
S23-A58,SS23,Unknown,1, ,IL2RG,Test,ref,999,0,Fail,0.0102484366681444,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S23-A57,SS23,Unknown,1, ,HEY2,Test,ref,999,0,Fail,0.00937299001922149,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S23-A56,SS23,Unknown,1, ,ERG,Test,ref,14.7608995478906,0.969177986378245,Fail,0.00736185684040496,999,0,Fail,1.71384471454991,0.916591752882029,Fail,999,-1,0,Fail,
S23-A55,SS23,Unknown,1, ,CEACAM3,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S23-A66,SS23,Unknown,1, ,CDKN1A,Test,ref,18.9393594864115,0.975012585136595,Pass,0.0038182707736666,999,0,Fail,5.89230465307086,0.916591752882029,Pass,999,-1,0,Fail,
S23-A65,SS23,Unknown,1, ,CD63,Test,ref,14.122976059901,0.728974250161386,Pass,0.0103470318132771,999,0,Fail,1.07592122656031,0.728974250161386,Pass,999,-1,0,Fail,
S23-A64,SS23,Unknown,1, ,CD48,Test,ref,999,0,Fail,0.011165875493998,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S23-A63,SS23,Unknown,1, ,CD243,Test,ref,15.1430327401807,0.854982607241305,Pass,0.0143776782048589,999,0,Fail,2.09597790683999,0.854982607241305,Pass,999,-1,0,Fail,
S23-A62,SS23,Unknown,1, ,CD13,Test,ref,999,0,Fail,0.0106337688185634,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S23-A61,SS23,Unknown,1, ,CCNC,Test,ref,18.6809223630936,0.876803271555438,Pass,0.0131207306365164,999,0,Fail,5.63386752975296,0.876803271555438,Pass,999,-1,0,Fail,
S23-A72,SS23,Unknown,1, ,TAL1,Test,ref,999,0,Fail,0.0105145637107563,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S23-A71,SS23,Unknown,1, ,MPO,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S23-A70,SS23,Unknown,1, ,IL7R,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S23-A69,SS23,Unknown,1, ,HMGA2,Test,ref,17.331051201598,0.971934147251519,Pass,0.011342936222251,999,0,Fail,4.28399636825735,0.916591752882029,Pass,999,-1,0,Fail,
S23-A68,SS23,Unknown,1, ,FLI1,Test,ref,14.7647388793323,0.927222673984728,Pass,0.00577758540573219,999,0,Fail,1.71768404599158,0.916591752882029,Pass,999,-1,0,Fail,
S23-A67,SS23,Unknown,1, ,CEACAM5,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S23-A78,SS23,Unknown,1, ,CDKN1B,Test,ref,17.997313093784,1,Pass,0.00779516202939579,999,0,Fail,4.95025826044331,0.916591752882029,Pass,999,-1,0,Fail,
S23-A77,SS23,Unknown,1, ,CD71,Test,ref,20.2601151794203,0.903274360332637,Pass,0.014061906373137,999,0,Fail,7.21306034607967,0.903274360332637,Pass,999,-1,0,Fail,
S23-A76,SS23,Unknown,1, ,CD49e,Test,ref,999,0,Fail,0.011205159218408,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S23-A75,SS23,Unknown,1, ,CD244,Test,ref,18.4482484491962,0.938570252931396,Pass,0.0133227052026465,999,0,Fail,5.4011936158555,0.916591752882029,Pass,999,-1,0,Fail,
S23-A74,SS23,Unknown,1, ,CD15,Test,ref,24.1134613601818,0.851715767687812,Pass,0.0103571401368519,999,0,Fail,11.0664065268411,0.851715767687812,Pass,999,-1,0,Fail,
S23-A73,SS23,Unknown,1, ,CCND1,Test,ref,999,0,Fail,0.0081677341556075,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S23-A84,SS23,Unknown,1, ,THY1,Test,ref,16.9779782606021,1,Pass,0.0065164486298048,999,0,Fail,3.93092342726139,0.916591752882029,Pass,999,-1,0,Fail,
S23-A83,SS23,Unknown,1, ,Notch1,Test,ref,16.2985422492824,0.977878944489528,Pass,0.00529467926150921,999,0,Fail,3.25148741594175,0.916591752882029,Pass,999,-1,0,Fail,
S23-A82,SS23,Unknown,1, ,ITGB7,Test,ref,999,0,Fail,0.0092058463308281,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S23-A81,SS23,Unknown,1, ,HOXA5,Test,ref,999,0,Fail,0.00604053731352747,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S23-A80,SS23,Unknown,1, ,FLT3,Test,ref,17.3684984104489,0.882246713228094,Pass,0.0100339840136811,999,0,Fail,4.32144357710825,0.882246713228094,Pass,999,-1,0,Fail,
S23-A79,SS23,Unknown,1, ,CEACAM6,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S23-A90,SS23,Unknown,1, ,Cdkn1c,Test,ref,999,0,Fail,0.00488845349121929,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S23-A89,SS23,Unknown,1, ,CD86,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S23-A88,SS23,Unknown,1, ,CD49f,Test,ref,15.1300522617529,0.947173440775531,Pass,0.0159430412820121,999,0,Fail,2.08299742841222,0.916591752882029,Pass,999,-1,0,Fail,
S23-A87,SS23,Unknown,1, ,CD33,Test,ref,999,0,Fail,0.0120626810533097,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S23-A86,SS23,Unknown,1, ,CD151,Test,ref,15.7866309760369,1,Pass,0.0145099881811032,999,0,Fail,2.73957614269624,0.916591752882029,Pass,999,-1,0,Fail,
S23-A85,SS23,Unknown,1, ,CCNE1,Test,ref,999,0,Fail,0.0102196121843372,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S23-A96,SS23,Unknown,1, ,VWF,Test,ref,999,0,Fail,0.00382006558225211,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S23-A95,SS23,Unknown,1, ,Pu1,Test,ref,14.1530863285687,0.937066051075604,Pass,0.00638928502851184,999,0,Fail,1.10603149522797,0.916591752882029,Pass,999,-1,0,Fail,
S23-A94,SS23,Unknown,1, ,KIT,Test,ref,15.685912528384,0.961950544659809,Pass,0.00699479270713429,999,0,Fail,2.63885769504331,0.916591752882029,Pass,999,-1,0,Fail,
S23-A93,SS23,Unknown,1, ,HOXB4,Test,ref,999,0,Fail,0.00524913885620777,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S23-A92,SS23,Unknown,1, ,ref,Reference,,14.0510960339766,0.833183505764057,Pass,0.00547711740858932,999,0,Fail,1.00404120063595,0.833183505764057,Pass,999,-1,0,Fail,
S23-A91,SS23,Unknown,1, ,CEBPalfa,Test,ref,999,0,Fail,0.00479386673841566,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S76-A01,SS74,Unknown,1,,ACE,Test,ref,999,0,Fail,0.00417469413939947,999,0,Fail,999,0,Fail,999,-1,0,Fail,
