Chip Run Info,C:\Users\eva\Documents\PCR\Result\DB\Amol\Amol sc index sort (wt)\Index sort Plate-1 Amol\ChipRun.bml,1131292164,48.48 (113x),GE 48x48 Fast PCR+Melt v2,ROX,EvaGreen,2014-04-01 13:23:28,00:31:24,BIOMARKHD151
Application Version,4.1.2
Application Build,20140110.1735
Export Type,Table Results
Quality Threshold,0.65
Baseline Correction Method,Linear (Derivative)
Ct Threshold Method,Auto (Global)


Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,User
Chamber,Sample,Sample,Sample,EvaGreen,EvaGreen,Ct,Ct,Ct,Ct,Tm,Tm,Tm,Defined
ID,Name,Type,rConc,Name,Type,Value,Quality,Call,Threshold,In Range,Out Range,Peak Ratio,Comments
S47-A11,ref,Unknown,1,Evi1a,Test,999,0,Fail,0.0120476876168541,999,999,0,
S47-A12,ref,Unknown,1,Sfpi,Test,18.4099408527521,1,Pass,0.0120476876168541,82.2235287702883,999,1,
S47-A13,ref,Unknown,1,Cbx2,Test,23.9076462168972,1,Pass,0.0120476876168541,81.1162517280593,999,1,
S47-A14,ref,Unknown,1,Dntt,Test,24.9825677972431,1,Pass,0.0120476876168541,77.4465940993775,999,1,
S47-A15,ref,Unknown,1,Gata2,Test,22.8542557699684,1,Pass,0.0120476876168541,84.0301152290757,999,1,
S47-A16,ref,Unknown,1,ikaros,Test,19.3769776809521,1,Pass,0.0120476876168541,82.0373763743279,999,1,
S47-A17,ref,Unknown,1,Meis1,Test,23.3132646718901,1,Pass,0.0120476876168541,78.1695223998383,999,1,
S47-A18,ref,Unknown,1,Slamf1,Test,999,0,Fail,0.0120476876168541,999,999,0,
S47-A19,ref,Unknown,1,Cd34,Test,23.649247724919,1,Pass,0.0120476876168541,80.0868027807931,999,1,
S47-A20,ref,Unknown,1,Ebf1,Test,19.9234688325883,1,Pass,0.0120476876168541,82.0450302941723,999,1,
S47-A21,ref,Unknown,1,Gfi1b,Test,21.0910127537893,1,Pass,0.0120476876168541,82.7480210285638,999,1,
S47-A22,ref,Unknown,1,Il18,Test,24.0461623839017,1,Pass,0.0120476876168541,82.2577362679392,999,1,
S47-A23,ref,Unknown,1,Mpl,Test,999,0,Fail,0.0120476876168541,999,999,0,
S47-A24,ref,Unknown,1,Sox4,Test,22.6998645508556,1,Pass,0.0120476876168541,83.7312039286563,999,1,
S47-A25,ref,Unknown,1,Cd48,Test,19.8631771215856,1,Pass,0.0120476876168541,81.1085106482573,999,1,
S47-A26,ref,Unknown,1,Egr1,Test,22.7912518387604,1,Pass,0.0120476876168541,81.6583227526983,999,1,
S47-A27,ref,Unknown,1,Hlf,Test,23.5109878434399,1,Pass,0.0120476876168541,80.3466808316766,999,1,
S47-A28,ref,Unknown,1,Il7r,Test,24.9703377473901,1,Pass,0.0120476876168541,81.3995579574153,999,1,
S47-A29,ref,Unknown,1,Myb,Test,19.9310594667973,1,Pass,0.0120476876168541,81.2525664825743,999,1,
S47-A30,ref,Unknown,1,Tal1,Test,22.9814736616492,1,Pass,0.0120476876168541,84.1417535906077,999,1,
S47-A31,ref,Unknown,1,Cebpa,Test,21.0362746997046,1,Pass,0.0120476876168541,78.0331959592106,999,1,
S47-A32,ref,Unknown,1,Ezh2,Test,21.5430121533841,1,Pass,0.0120476876168541,76.1790050627245,999,1,
S47-A33,ref,Unknown,1,Hoxa9,Test,999,0,Fail,0.0120476876168541,999,999,0,
S47-A34,ref,Unknown,1,Jam2,Test,999,0,Fail,0.0120476876168541,999,999,0,
S47-A35,ref,Unknown,1,Myc,Test,24.3723325300617,1,Pass,0.0120476876168541,82.7088909240986,999,1,
S47-A36,ref,Unknown,1,Tcfe2a,Test,19.3736020570122,1,Pass,0.0120476876168541,83.572277676996,999,1,
S47-A37,ref,Unknown,1,Dicer1,Test,22.2440437384741,1,Pass,0.0120476876168541,81.2877396253085,999,1,
S47-A38,ref,Unknown,1,Fgd5,Test,999,0,Fail,0.0120476876168541,999,999,0,
S47-A39,ref,Unknown,1,Hoxb5,Test,999,0,Fail,0.0120476876168541,999,999,0,
