EvaGreen Ct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
,,ERG,LDB1,TAL1,SIGLEC5,KLF4,HOXA4,CBFA2T3,LMO2,ETV6,FN3K,KLF11,ITGA2B7,FLI1,LYL1,CLNK,PAX5,CEACAM1-2,ITGA2B4,GATA1,MEIS1,LCK,CSF1R,ANXA2,AREG,GATA2,MITF,PLEK,PLOD3,JUN,FIGN,GFI1,NFE2,CSF2RB,CR1,HIST1H3A,Hsp-90,GFI1B,SPI1,IL7R,CD22,ABO,actin,HHEX,RUNX1,ID2,CST7, IL13RA1,CD34
1,Y112A1,Fail,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Pass,Fail,Pass,Fail,Pass,Fail,Fail,Pass,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Pass
2,Y112A2,Fail,Pass,Pass,Fail,Fail,Pass,Pass,Pass,Pass,Fail,Fail,Fail,Pass,Fail,Fail,Fail,Fail,Pass,Fail,Pass,Fail,Fail,Pass,Pass,Pass,Fail,Pass,Fail,Pass,Fail,Fail,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Fail,Fail,Fail,Pass,Pass,Pass,Fail,Fail,Fail,Pass
3,Y112A3,Fail,Pass,Pass,Fail,Fail,Fail,Pass,Pass,Pass,Pass,Fail,Fail,Pass,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Pass,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Pass,Fail,Pass,Fail,Fail,Fail,Pass,Pass,Pass,Pass,Fail,Fail,Pass
4,Y112A4,Fail,Pass,Fail,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Pass,Fail,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Pass,Fail,Pass,Fail,Pass,Fail,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Pass,Fail,Pass,Fail,Fail,Pass,Pass,Fail,Pass,Fail,Fail,Pass,Pass
5,Y112A5,Fail,Pass,Fail,Pass,Pass,Fail,Pass,Pass,Pass,Fail,Fail,Fail,Pass,Pass,Pass,Fail,Pass,Fail,Fail,Pass,Fail,Fail,Fail,Pass,Fail,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Fail,Fail,Pass,Pass,Pass,Pass,Fail,Fail,Pass,Pass,Fail,Pass,Fail,Pass,Fail,Pass
6,Y112A6,Fail,Pass,Pass,Fail,Fail,Pass,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Pass,Fail,Pass,Fail,Fail,Fail,Pass,Pass,Fail,Pass,Fail,Pass,Fail,Fail,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Pass
7,Y112B1,Fail,Pass,Pass,Pass,Fail,Fail,Pass,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Fail,Pass,Pass,Fail,Pass,Fail,Fail,Fail,Pass,Pass,Fail,Fail,Pass,Pass,Pass,Pass,Fail,Fail,Fail,Pass,Pass,Pass,Fail,Fail,Fail,Pass
8,Y112B2,Fail,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Fail,Fail,Pass,Fail,Fail,Pass,Fail,Fail,Fail,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Pass,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Fail,Pass,Pass,Pass,Pass,Fail,Pass,Pass
9,Y112B3,Fail,Pass,Pass,Fail,Fail,Fail,Pass,Pass,Pass,Fail,Fail,Fail,Pass,Pass,Pass,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Fail,Pass,Fail,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Fail,Fail,Pass
10,Y112B4,Fail,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Fail,Pass,Pass,Pass,Fail,Fail,Pass,Fail,Pass,Fail,Fail,Fail,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Fail,Pass
11,Y112B5,Fail,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Pass,Fail,Fail,Pass,Pass,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Pass,Fail,Pass,Fail,Pass,Fail,Pass,Pass,Fail,Pass,Fail,Fail,Pass,Pass,Pass,Fail,Fail,Fail,Pass,Pass,Pass,Pass,Fail,Fail,Fail,Pass
12,Y112B6,Fail,Pass,Pass,Fail,Fail,Fail,Pass,Pass,Pass,Fail,Fail,Fail,Pass,Pass,Pass,Fail,Fail,Fail,Fail,Pass,Pass,Fail,Pass,Pass,Pass,Fail,Pass,Fail,Fail,Fail,Fail,Pass,Fail,Pass,Pass,Pass,Fail,Pass,Fail,Fail,Pass,Pass,Fail,Pass,Fail,Fail,Fail,Pass
13,Y112C1,Fail,Pass,Fail,Fail,Pass,Fail,Pass,Pass,Pass,Fail,Fail,Fail,Pass,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Fail,Pass,Pass,Fail,Fail,Pass,Pass,Fail,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Pass,Fail,Fail,Fail,Pass,Pass,Pass,Pass,Fail,Fail,Pass
14,Y112C2,Fail,Pass,Pass,Fail,Fail,Pass,Pass,Pass,Pass,Fail,Fail,Fail,Pass,Pass,Fail,Fail,Fail,Pass,Fail,Pass,Fail,Fail,Pass,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Fail,Pass,Pass,Pass,Pass,Fail,Pass,Pass
15,Y112C3,Fail,Pass,Pass,Fail,Fail,Fail,Pass,Pass,Pass,Fail,Fail,Fail,Pass,Pass,Pass,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Pass,Pass,Pass,Fail,Pass,Fail,Pass,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Fail,Pass,Fail,Pass,Fail,Fail,Fail,Pass
16,Y112C4,Fail,Pass,Fail,Fail,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Fail,Pass,Fail,Fail,Pass,Fail,Fail,Pass,Pass,Pass,Fail,Pass,Fail,Pass,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Fail,Pass,Fail,Fail,Fail,Pass,Pass,Pass,Pass,Fail,Fail,Pass
17,Y112C5,Fail,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Fail,Pass,Pass,Fail,Pass,Fail,Pass,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Fail,Fail,Pass,Pass,Pass,Fail,Fail,Fail,Pass
18,Y112C6,Fail,Pass,Pass,Fail,Pass,Pass,Fail,Pass,Pass,Fail,Pass,Fail,Pass,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Fail,Fail,Pass,Pass,Fail,Fail,Fail,Fail,Pass,Fail,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Pass,Fail,Pass,Fail,Pass,Fail
19,Y112D1,Fail,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Fail,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Pass,Fail,Fail,Fail,Fail,Pass,Pass,Fail,Fail,Fail,Fail,Fail,Pass
20,Y112D2,Fail,Pass,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Pass,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Pass,Fail,Pass,Fail,Pass,Fail,Pass,Fail,Pass,Pass,Fail,Pass,Pass,Pass,Fail,Pass,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Fail,Fail,Pass
21,Y112D3,Fail,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Fail,Fail,Pass,Fail,Fail,Pass,Fail,Fail,Pass,Pass,Fail,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Fail,Pass,Pass,Fail,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Pass
22,Y112D4,Fail,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Pass,Fail,Fail,Fail,Pass,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Fail,Pass,Pass,Fail,Pass,Fail,Pass,Fail,Fail,Pass,Fail,Fail,Pass,Pass,Pass,Pass,Fail,Fail,Pass,Pass,Pass,Pass,Fail,Fail,Fail,Pass
23,Y112D5,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Fail,Pass,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Fail,Pass,Fail,Pass,Fail,Fail,Pass,Fail,Pass,Pass,Pass,Fail,Pass,Fail,Fail,Fail,Pass,Pass,Pass,Fail,Fail,Fail,Pass
24,Y112D6,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Pass,Pass,Fail,Fail,Fail,Pass,Fail,Pass,Fail,Fail,Fail,Fail,Pass,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Fail,Pass,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Pass
25,Y112E1,Fail,Pass,Pass,Fail,Fail,Pass,Pass,Pass,Pass,Fail,Fail,Fail,Pass,Fail,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Pass,Fail,Fail,Fail,Pass,Fail,Fail,Fail,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Fail,Fail,Fail,Pass,Pass,Pass,Pass,Fail,Fail,Pass,Pass
26,Y112E2,Fail,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Fail,Fail,Pass,Fail,Fail,Pass,Fail,Fail,Fail,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Fail,Fail,Pass,Pass,Fail,Pass,Fail,Fail,Pass,Pass,Pass,Pass,Fail,Fail,Fail,Pass
27,Y112E3,Fail,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Fail,Fail,Pass,Fail,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Pass,Pass,Pass,Fail,Fail,Fail,Pass,Pass,Fail,Pass,Fail,Fail,Pass,Pass,Fail,Pass,Fail,Fail,Pass,Pass,Pass,Pass,Fail,Fail,Fail,Pass
28,Y112E4,Fail,Pass,Fail,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Fail,Fail,Pass,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Fail,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Fail,Pass,Fail,Fail,Pass,Pass,Pass,Pass,Fail,Fail,Fail,Pass,Pass,Pass,Fail,Fail,Fail,Pass
29,Y112E5,Fail,Pass,Fail,Pass,Pass,Fail,Fail,Pass,Pass,Pass,Fail,Fail,Fail,Pass,Pass,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Pass,Pass,Fail,Fail,Pass,Fail,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Fail,Fail,Pass
30,Y112E6,Fail,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Pass,Pass,Fail,Fail,Pass,Fail,Fail,Pass,Fail,Fail,Fail,Pass,Pass,Fail,Pass,Fail,Pass,Fail,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Pass
31,Y112F1,Fail,Pass,Pass,Fail,Fail,Fail,Pass,Pass,Pass,Fail,Fail,Fail,Pass,Fail,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Fail,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Fail,Fail,Fail,Fail,Pass,Pass,Pass,Pass,Fail,Fail,Pass,Pass
32,Y112F2,Fail,Pass,Pass,Fail,Fail,Pass,Pass,Pass,Pass,Fail,Fail,Fail,Pass,Pass,Fail,Fail,Fail,Pass,Fail,Pass,Fail,Fail,Fail,Fail,Pass,Fail,Pass,Fail,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Pass,Pass,Pass,Pass,Fail,Fail,Fail,Pass
33,Y112F3,Fail,Pass,Pass,Fail,Pass,Fail,Fail,Pass,Pass,Fail,Fail,Fail,Pass,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Fail,Pass,Fail,Fail,Fail,Fail,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Pass,Fail,Pass,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Pass
34,Y112F4,Fail,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Pass,Pass,Fail,Fail,Fail,Pass,Fail,Pass,Fail,Pass,Pass,Fail,Pass,Fail,Fail,Fail,Fail,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Fail,Pass,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Pass
35,Y112F5,Fail,Pass,Fail,Pass,Fail,Fail,Pass,Pass,Pass,Fail,Fail,Pass,Pass,Pass,Fail,Fail,Fail,Pass,Fail,Pass,Fail,Fail,Fail,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Fail,Pass,Pass,Pass,Fail,Fail,Pass,Pass
36,Y112F6,Fail,Pass,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Fail,Fail,Fail,Pass,Fail,Pass,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Fail,Pass,Pass,Fail,Pass,Fail,Fail,Fail,Pass,Pass,Fail,Fail,Fail,Fail,Pass,Pass,Pass,Fail,Fail,Fail,Pass
37,Y112G1,Fail,Pass,Fail,Fail,Fail,Pass,Pass,Pass,Pass,Fail,Fail,Fail,Pass,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Pass,Fail,Pass,Fail,Pass,Fail,Pass,Fail,Pass,Fail,Fail,Fail,Pass,Pass,Pass,Pass,Fail,Fail,Pass
38,Y112G2,Fail,Pass,Pass,Fail,Fail,Pass,Pass,Pass,Pass,Fail,Fail,Pass,Pass,Pass,Fail,Fail,Pass,Fail,Fail,Pass,Fail,Fail,Fail,Pass,Pass,Fail,Pass,Fail,Pass,Fail,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Pass,Pass,Pass,Pass,Fail,Fail,Fail,Pass
39,Y112G3,Fail,Pass,Fail,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Fail,Fail,Pass,Pass,Fail,Fail,Pass,Fail,Fail,Pass,Fail,Fail,Pass,Fail,Pass,Fail,Pass,Fail,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Pass
40,Y112G4,Fail,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Fail,Pass,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Pass,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Fail,Fail,Fail,Fail,Pass,Pass,Pass,Pass,Fail,Fail,Pass
41,Y112G5,Fail,Pass,Pass,Fail,Fail,Fail,Pass,Pass,Pass,Fail,Fail,Fail,Pass,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Fail,Pass,Pass,Fail,Pass,Pass,Pass,Fail,Fail,Pass,Fail,Fail,Pass,Pass,Pass,Pass,Fail,Fail,Fail,Pass,Pass,Pass,Pass,Fail,Fail,Pass
42,Ref Y1,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass
43,NTC,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail
44,Y112H2,Fail,Pass,Pass,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Pass,Fail,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Pass,Pass,Pass,Fail,Fail,Fail,Pass,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Pass
45,Y112H3,Fail,Pass,Fail,Fail,Fail,Pass,Pass,Pass,Pass,Fail,Fail,Fail,Pass,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Pass,Pass,Fail,Fail,Pass,Fail,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Pass,Fail,Fail,Fail,Pass
46,Y112H4,Fail,Pass,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Pass,Fail,Pass,Fail,Pass,Fail,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Pass,Fail,Pass,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Pass
47,Y112H5,Fail,Pass,Fail,Fail,Fail,Pass,Pass,Pass,Pass,Fail,Fail,Pass,Pass,Pass,Pass,Fail,Fail,Pass,Fail,Pass,Fail,Fail,Fail,Pass,Pass,Fail,Pass,Pass,Pass,Fail,Fail,Pass,Fail,Pass,Pass,Pass,Fail,Pass,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Pass
48,Ref Y2,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Y112A1,15.48701058,14.49960659,15.56810235,999,16.42827973,999,15.81014045,14.62066624,13.8552036,999,17.67819112,999,12.69803101,15.64298621,999,999,999,999,999,14.9975545,999,999,20.27403762,999,16.07073967,999,14.75143959,999,999,17.51920285,999,14.32250576,999,16.3247204,14.87071873,14.2315195,14.96713689,17.35647698,999,999,14.39019404,12.20119967,16.06713229,15.88704935,19.25958526,999,999,13.7810811
2,Y112A2,14.08392184,14.50174973,18.55384722,999,999,16.43206449,21.07536371,17.25485189,13.87863183,999,999,999,14.95130483,999,999,999,999,19.83874904,999,16.57000869,999,999,19.15542734,17.78569277,15.58563058,999,16.98584764,999,15.51152869,999,999,13.95905669,17.75455268,999,14.30565609,15.35071616,16.48219067,18.5943574,999,999,999,12.81186454,16.39799262,15.6109475,999,999,999,15.41245754
3,Y112A3,13.80804066,15.50185694,17.17084097,999,999,999,17.67604052,13.04606994,11.86390974,19.18153989,999,999,15.1140688,14.79618357,999,999,999,999,999,17.6019287,999,999,17.84482744,12.82619594,15.34151389,999,15.56002209,999,12.57533333,23.23205671,999,16.58971608,999,16.62194531,14.34045564,11.97284614,999,14.70939657,999,999,999,9.723823327,14.92630459,13.35522812,20.3433558,999,999,13.65655342
4,Y112A4,12.85083631,13.34887963,999,999,999,16.36492667,21.66275967,12.96137797,12.3567285,20.20442763,999,999,12.96574651,999,999,999,999,999,999,13.89538879,999,999,17.3254367,999,15.92228339,999,14.42725716,999,14.9360999,22.63653515,999,13.11472573,999,16.7100962,16.97494227,13.71930076,999,13.69114967,999,999,14.75876888,10.50587932,999,14.54102292,999,999,17.60553582,13.55397597
5,Y112A5,13.4475692,14.65136992,999,15.92579438,16.80094291,999,16.07132267,12.43723733,13.27287622,999,999,999,13.20082629,16.45287238,25.51789816,999,16.54955412,999,999,15.02457075,999,999,999,14.98997384,999,999,13.88329014,999,15.63212125,17.66620327,17.76086826,13.74787626,999,999,16.35760062,13.0155617,18.14119034,15.1536703,999,999,14.42365035,9.673599363,999,12.63695308,999,16.0142228,999,12.70466895
6,Y112A6,14.67811705,14.87789801,16.46244489,999,999,15.33896494,17.70904214,16.53272865,13.68257061,999,15.38230046,22.51412661,12.78563628,16.25127178,25.53883291,999,999,16.18174797,999,16.18262962,999,999,999,13.30626199,15.32033455,999,14.19569043,999,16.96775281,999,999,12.95561567,16.89398712,999,15.45656008,14.9862202,16.79382598,15.69437403,999,999,15.67786427,11.25638365,16.57502173,15.91138573,17.22383285,999,999,14.3326678
7,Y112B1,14.75852472,16.81481952,15.63066746,16.83612697,999,999,17.05694843,13.7165839,12.16249749,999,14.85535787,999,13.91566816,15.97435889,999,999,999,999,999,13.62529032,999,999,999,11.61108766,16.70659367,999,14.44133101,999,999,999,19.43597872,14.23203732,999,999,12.90936033,12.50639374,14.96497242,14.3087051,999,999,999,9.598725928,15.70478226,13.49478616,999,999,999,13.00074361
8,Y112B2,13.18516568,15.71207745,15.71511939,999,17.02626138,999,16.56381938,13.02378214,13.09937109,999,17.68983313,999,13.58745497,14.62807288,999,999,17.20106644,999,999,16.62588061,999,999,999,16.48190244,16.98958761,999,13.9231939,999,14.49817479,16.6710394,17.20836285,999,999,21.17655334,14.69334912,14.74849715,14.70340856,14.04960343,999,999,999,10.58311777,14.01919497,14.00036105,23.63120157,999,17.01708676,12.43846862
9,Y112B3,15.06405858,14.89218976,15.62822773,999,999,999,15.93211645,13.48618882,12.89158407,999,999,999,12.94414612,16.18144001,24.69528668,999,999,999,999,15.58139782,999,999,999,17.29642932,999,999,15.12649342,999,11.75666273,17.30807667,16.50244184,14.66494007,999,16.30228273,999,14.61876957,16.80135804,14.79747846,999,15.14115233,999,8.678576325,15.15695598,13.95844821,17.56535719,999,999,13.46385903
10,Y112B4,14.02710249,14.06538096,14.21292162,999,15.83933416,14.86076987,15.58926268,13.28578202,12.8151856,999,999,999,14.53759684,15.22514765,25.16635947,999,999,16.52076828,999,16.20999474,999,999,999,16.40519529,15.44862933,999,14.70363671,15.26969982,15.62706878,16.84787895,999,12.82112365,15.80664713,17.27754969,13.28741748,13.51190237,15.04865181,13.93389952,999,999,999,10.06770249,15.54801478,12.88456127,16.21079833,15.38764635,999,13.05352868
11,Y112B5,13.85030836,13.73653471,15.72034386,999,14.13019505,999,15.90240252,12.56285469,12.64306058,999,999,15.40774685,13.76341158,15.18909441,999,999,999,999,999,13.7960335,999,999,16.83497861,999,15.72141985,999,13.36519644,999,11.19413565,19.582218,999,14.90960204,999,999,14.85493724,13.74093188,16.67155273,999,999,999,16.56817421,11.60211507,15.92469683,14.71249528,999,999,999,13.45867559
12,Y112B6,12.62969895,14.60999649,16.67508935,999,999,999,17.5865504,14.87152676,12.3196462,999,999,999,13.99371676,16.18549466,26.07152414,999,999,999,999,15.84861004,16.76798804,999,16.02335069,10.72928865,15.51791643,999,14.38512326,999,999,999,999,16.72806883,999,17.31593967,13.68551855,13.19349851,999,14.23656015,999,999,16.61162916,10.07644365,999,15.26355335,999,999,999,12.52597985
13,Y112C1,13.53845897,17.91448467,999,999,18.43538295,999,15.74411488,14.19675046,13.3280705,999,999,999,14.42584599,15.49169326,999,999,999,999,999,15.09101065,999,999,999,13.4334938,15.79743363,999,999,16.35677114,13.56677317,999,16.81509694,15.84941646,999,19.64628091,999,14.40934421,16.53546585,16.77519224,999,999,999,11.15381834,18.31565504,15.26620295,19.51357643,999,999,14.85709076
14,Y112C2,13.3495677,13.88053549,16.01448753,999,999,16.35055029,15.94982962,13.12804532,14.18705622,999,999,999,13.75301448,16.12176406,999,999,999,16.37160366,999,16.91418802,999,999,17.22885075,13.66274123,15.04925997,999,21.23817036,999,15.67003139,17.68259479,18.17626226,12.27673065,999,20.96424738,15.14793563,13.44670308,14.88338767,14.53005522,999,999,999,10.2555639,13.99500685,15.45975262,14.65419914,999,16.07403177,13.61546071
15,Y112C3,13.92537961,16.69220023,15.30092655,999,999,999,15.36895747,12.48569575,11.92745429,999,999,999,13.52454275,12.78436446,24.94308887,999,999,999,999,14.40029645,999,999,16.2981945,11.39718458,14.18722358,999,18.96401408,999,16.44775402,999,999,13.10713305,16.56084771,19.63211596,16.19437201,13.13432172,16.60664834,15.84124092,999,999,999,10.15292367,999,14.5360136,999,999,999,13.87486622
16,Y112C4,12.86272741,15.64544544,999,999,15.81510996,15.34148164,999,13.49773814,13.2030909,16.3458009,17.25018385,999,13.21949529,14.97548845,25.15046872,999,15.75084776,999,999,14.26831597,999,999,16.48402589,13.49280873,14.38017763,999,15.12048433,999,12.14422005,999,999,14.77810896,15.19680139,17.0041523,14.57330712,14.16807418,999,14.687318,999,999,999,11.16994734,14.14694552,13.94483171,20.80176667,999,999,14.67593394
17,Y112C5,12.27010814,15.21869092,16.34099964,999,17.11004167,16.74291142,16.05802358,14.60136567,14.18187244,999,15.27635941,999,15.91993363,15.69158491,999,999,999,999,999,14.26738352,999,999,999,13.7845103,14.95616815,999,20.07665379,999,11.46335343,999,999,14.21668218,16.55395869,19.54933859,13.27229355,13.677009,16.54289787,999,999,999,999,11.32303027,16.45815521,13.87100735,999,999,999,14.24403685
18,Y112C6,13.84074023,15.96272813,15.5126705,999,16.35912149,16.53162413,999,15.21637335,15.22038984,999,16.07236057,999,14.86373588,999,999,999,999,999,999,999,999,999,13.47478405,999,999,999,999,16.69053893,8.563163878,999,999,999,999,17.74335251,999,13.48805596,999,999,999,999,999,10.81714068,14.66332529,999,19.52476054,999,15.78124701,999
