"Bmi1" "Byglycan" "Cbx4" "Ccna2" "Ccnb2" "Ccnd1" "Ccne1" "Ccnf1" "Ccng1" "Cd150" "Cd34" "Cd48" "Cited2" "Epor" "Esam1" "Flt3" "Gata1" "Gata2" "Gfi1" "Hoxa5" "Ikzf1" "Mpl" "Mpo" "Pbx1" "Procr" "Rbl1" "Rbl2" "Runx1" "S100a6" "Tal1" "Tie1" "control" "control.1" "control.2" "ki67" "p16" "p19" "p21" "p27"
"sc_3.P1" -25.8505425866568 -25.8505425866568 -5.3293604463741 -25.8505425866568 -3.5766595421952 -25.8505425866568 -25.8505425866568 -25.8505425866568 -25.8505425866568 -25.8505425866568 -3.045266054942 -25.8505425866568 -0.9760761297327 -25.8505425866568 -25.8505425866568 -17.5699490119896 -2.0964212397706 -25.8505425866568 -25.8505425866568 -25.8505425866568 -25.8505425866568 -0.5646187662846 -25.8505425866568 -25.8505425866568 -25.8505425866568 -25.8505425866568 -7.669912599264 -4.4177828006358 -25.8505425866568 -25.8505425866568 -25.8505425866568 -0.164543315732701 -2.9323349496295 0 -25.8505425866568 -25.8505425866568 -25.8505425866568 -25.8505425866568 -25.8505425866568
"sc_35.P1" -11.7304689501165 -30.0624030700813 -30.0624030700813 -4.78725558219042 -4.68916974803392 -4.82738698257382 -4.17620245406662 -5.58715086283832 -5.67494149763132 -30.0624030700813 -8.82128842427832 -8.64277423771212 -4.88221686823792 -4.08435588961832 -7.52224842899512 -30.0624030700813 -5.26071896517412 -30.0624030700813 -23.4867941635473 -26.8069557052454 -8.66012301060162 -6.68221760744532 -30.0624030700813 -30.0624030700813 -30.0624030700813 -7.91104180236392 -30.0624030700813 -7.79438504035792 -30.0624030700813 -5.34826150431182 -6.50147017393522 0 -2.68479672529062 -1.30754212837992 -3.91464286207632 -7.78743075174852 -7.24549073718432 -30.0624030700813 -7.47674365393702
"sc_2.P1" -26.554572127667 -3.2353689244141 -26.554572127667 -26.554572127667 -23.4456234453788 -23.676568611495 -22.215915450485 -26.554572127667 -5.6475055585859 -26.554572127667 -5.4837279607508 -26.554572127667 -2.2515244539894 -26.554572127667 -26.554572127667 -26.554572127667 -26.1204963615706 -4.535791177102 -2.1922870409604 -25.6510272994982 -26.554572127667 -1.2921627294298 -26.554572127667 -3.7919167766786 -10.3513480971678 -26.554572127667 -5.4628894422138 -4.6844978416652 -26.554572127667 -4.1935792810168 -4.4692619418521 -2.18469876512 -5.7925678816953 0 -3.9980413269588 -26.554572127667 -21.0628117589419 -26.554572127667 -26.554572127667
"sc_34.P1" -27.3831362407886 -5.9147323733379 -27.3831362407886 -27.3831362407886 -27.3831362407886 -4.1615725032965 -27.3831362407886 -26.5860085645933 -4.8215567393319 -2.5105028022402 -6.909703178392 -27.3831362407886 -3.5585161890696 -27.3831362407886 -5.7430688564948 -27.3831362407886 -27.3831362407886 -5.4310348799626 -26.4538322010161 -27.3831362407886 -6.6821581293595 -1.3835315852536 -27.3831362407886 -4.7004366574561 -11.6455924109421 -27.3831362407886 -27.3831362407886 -27.3831362407886 -3.9796375019939 -27.3831362407886 -4.3344508283154 -1.1253266514846 -4.7217188290594 0 -27.3831362407886 -5.4165151120271 -27.3831362407886 -27.3831362407886 -27.3831362407886
"sc_1.P1" -26.1172368641263 -26.1172368641263 -26.1172368641263 -26.1172368641263 -26.1172368641263 -25.9118463098212 -26.1172368641263 -26.1172368641263 -5.8297017418975 -2.5193115306523 -26.1172368641263 -26.1172368641263 -3.2731849102894 -3.1695932775508 -5.1255249430334 -19.4233512765696 -26.1172368641263 -26.1172368641263 -25.8249327950961 -26.1172368641263 -26.1172368641263 -1.8113788555817 -26.1172368641263 -26.1172368641263 -12.8881520309121 -26.1172368641263 -5.2660188494288 -26.1172368641263 -5.9582793230404 -3.730194150647 -3.8693055148195 0 -4.1823642130379 -1.3314285535141 -26.1172368641263 -26.1172368641263 -26.1172368641263 -26.1172368641263 -3.762499760602
"sc_33.P1" -26.9066672173379 -26.9066672173379 -6.0815381276144 -26.9066672173379 -26.9066672173379 -26.9066672173379 -26.9066672173379 -26.9066672173379 -6.3813124098432 -26.9066672173379 -7.3971847629842 -26.9066672173379 -2.6097313946333 -26.9066672173379 -26.9066672173379 -13.2412628403594 -26.9066672173379 -26.9066672173379 -26.9066672173379 -26.9066672173379 -26.9066672173379 -1.922739197142 -26.9066672173379 -4.1885637312364 -26.9066672173379 -26.9066672173379 -8.7688761967944 -5.8000778457674 -26.9066672173379 -26.9066672173379 -4.2048846895323 -0.630992601125799 -4.2754662669373 0 -26.9066672173379 -26.9066672173379 -4.2019142454939 -26.9066672173379 -5.3603741963472
"sc_6.P1" -25.9198313816287 -25.9198313816287 -25.9198313816287 -25.9198313816287 -24.854773399977 -25.9198313816287 -25.9198313816287 -25.9198313816287 -4.4944718433812 -1.6644535831496 -4.4757220844287 -25.9198313816287 -3.7261891323027 -25.9198313816287 -5.0335259235234 -25.9198313816287 -1.8758951942036 -8.4389853901302 -3.4438055838065 -25.9198313816287 -25.9198313816287 0 -25.9198313816287 -3.4481547736972 -11.2055308210856 -25.9198313816287 -25.9198313816287 -25.9198313816287 -25.9198313816287 -5.8744279492614 -3.4241170375394 -0.0246979428641012 -3.7136497134704 -0.235105744821501 -25.9198313816287 -25.9198313816287 -25.9198313816287 -25.9198313816287 -25.9198313816287
"sc_5.P1" -26.6422016312031 -4.4659644757986 -26.6422016312031 -26.6422016312031 -26.6422016312031 -6.0145293865811 -26.6422016312031 -26.6422016312031 -4.0866773235629 -3.5886074095169 -26.6422016312031 -26.6422016312031 -2.0581595624517 -26.6422016312031 -4.7183819503478 -26.6422016312031 -4.0846810436818 -26.6422016312031 -21.459742465583 -26.6422016312031 -26.6422016312031 -1.0524959275772 -26.6422016312031 -2.6015569840992 -11.4776402184016 -26.6422016312031 -5.3149763419793 -4.5489383182632 -6.3210825955408 -26.6422016312031 -3.474868379445 -1.7627972763481 -3.1408968869218 0 -26.6422016312031 -26.6422016312031 -4.491249916267 -26.6422016312031 -26.6422016312031
"sc_31.P1" -25.9198917384991 -2.5609901764911 -5.5921795827148 -25.9198917384991 -25.9198917384991 -2.966597400812 -25.9198917384991 -25.9198917384991 -5.5687753186085 -25.9198917384991 -25.9198917384991 -25.9198917384991 -3.2344040034182 -25.9198917384991 -5.4219384488217 -25.9198917384991 -25.9198917384991 -2.8549630420796 -3.2662789687172 -25.9198917384991 -25.9198917384991 -0.2730726326216 -25.9198917384991 -2.4304722304576 -8.5324648717908 -25.9198917384991 -4.8370001732319 -25.9198917384991 -4.2412962722216 -25.9198917384991 -3.7179813958084 0 -3.2462926649942 -0.438692906085301 -25.9198917384991 -25.9198917384991 -25.9198917384991 -25.9198917384991 -3.6939095954195
"sc_4.P1" -26.2752658747673 -3.4781755361191 -7.0090619884094 -26.2752658747673 -26.2752658747673 -4.899473282826 -26.2752658747673 -26.2752658747673 -4.8924743789617 -3.0649393869997 -26.2752658747673 -26.2752658747673 -4.2346967479691 -26.2752658747673 -26.2752658747673 -26.2752658747673 -26.2752658747673 -3.5846434655876 -3.492563662543 -26.2752658747673 -6.1391046945261 -1.5832216541702 -26.2752658747673 -26.2752658747673 -12.4692522176613 -26.2752658747673 -26.2752658747673 -26.2752658747673 -4.0319970993586 -26.2752658747673 -3.5394930650361 -2.1542932027089 -2.8350627916767 0 -26.2752658747673 -26.2752658747673 -4.4453527534818 -26.2752658747673 -4.0178177354429
"sc_30.P1" -26.7405465746571 -26.7405465746571 -6.2221316986842 -26.7405465746571 -26.7405465746571 -25.7808176456336 -24.1032466387595 -26.7405465746571 -5.0087445140472 -3.6049934050956 -5.6750689006383 -26.7405465746571 -3.6234729961292 -26.7405465746571 -5.6300753362119 -26.7405465746571 -26.7405465746571 -26.7405465746571 -21.3778154858678 -4.4710544768521 -6.4952011168132 -0.381449830412601 -26.7405465746571 -4.1786985971421 -11.7125130475777 -26.7405465746571 -4.5447166424945 -3.8493841958259 -4.3336590114132 -26.7405465746571 -5.9657379323824 0 -2.8055597799005 -0.530899385178101 -26.7405465746571 -4.7179469058574 -14.1460510440533 -26.7405465746571 -26.7405465746571
"sc_29.P1" -3.41792067197 -25.1006784728651 -25.1006784728651 -25.1006784728651 -24.8340654022344 -2.494939264092 -25.1006784728651 -25.1006784728651 -5.2899839711322 -0.892212023707101 -25.1006784728651 -25.1006784728651 -1.1655889372603 -25.1006784728651 -2.8178468006772 -25.1006784728651 -25.1006784728651 -25.1006784728651 -24.0385690774202 -25.1006784728651 -25.1006784728651 -1.7172765908362 -25.1006784728651 -25.1006784728651 -9.1742899173635 -25.1006784728651 -25.1006784728651 -25.1006784728651 -5.3231099517723 -25.1006784728651 -1.9297284948488 0 -1.5498471371029 -0.1481097623856 -25.1006784728651 -25.1006784728651 -1.9197176161433 -25.1006784728651 -1.8056244396523
"sc_8.P1" -4.8378017471836 -4.7573940005573 -26.2836809868903 -26.2836809868903 -26.2836809868903 -26.2836809868903 -4.0848031335005 -25.4818903366502 -6.162105543618 -26.2836809868903 -26.2836809868903 -26.2836809868903 -2.8481383870396 -26.2836809868903 -26.2836809868903 -26.2836809868903 -26.2836809868903 -26.2836809868903 -26.2836809868903 -26.2836809868903 -26.2836809868903 -1.8101737321738 -26.2836809868903 -3.122621457329 -11.5326753687972 -26.2836809868903 -26.2836809868903 -4.4076466258077 -5.8858247581528 -26.2836809868903 -4.1248653667869 -1.6193270184115 -3.3289228161222 0 -26.2836809868903 -26.2836809868903 -6.4548431936108 -26.2836809868903 -26.2836809868903
"sc_28.P1" -13.5902585283203 -3.0023322225381 -27.0969287087338 -6.4059509350193 -27.0969287087338 -27.0969287087338 -27.0969287087338 -26.1471318033683 -4.6359115896771 -3.0105312239845 -27.0969287087338 -27.0969287087338 -3.198949513963 -27.0969287087338 -5.337203277367 -27.0969287087338 -27.0969287087338 -5.0476321531185 -25.0576853368456 -27.0969287087338 -6.452531617937 -1.391115263535 -27.0969287087338 -2.260320357392 -13.6835657075143 -7.8006816275077 -5.0826534795137 -5.2678579841222 -27.0969287087338 -5.6189188141155 -3.637078721215 0 -3.2667794466099 -1.5276362012123 -27.0969287087338 -6.8997539441428 -5.6080277276241 -4.4298203398258 -2.8402777499267
"sc_7.P1" -4.9577948676172 -3.2179760172479 -16.6341520994257 -26.1847577230232 -26.1847577230232 -3.6188450383812 -26.1847577230232 -26.1847577230232 -4.587853796831 -2.01701837086 -26.1847577230232 -26.1847577230232 -1.949226391879 -26.1847577230232 -4.1683662568622 -26.1847577230232 -26.1847577230232 -3.5140612237895 -1.7735503865356 -26.1847577230232 -26.1847577230232 -0.963934085332999 -26.1847577230232 -2.7365547556286 -8.568743323579 -26.1847577230232 -5.3161388160485 -3.6912484967595 -5.8258342862072 -26.1847577230232 -26.1847577230232 -2.2208472221664 -4.0300363614787 0 -26.1847577230232 -26.1847577230232 -6.0008916763681 -26.1847577230232 -26.1847577230232
"sc_27.P1" -6.2096602909611 -26.9309274808283 -26.9309274808283 -26.9309274808283 -26.9309274808283 -5.0545698747115 -26.9309274808283 -3.6435467833998 -5.5343183441787 -1.4428102658025 -6.009447147685 -26.9309274808283 -3.1161784505028 -26.9309274808283 -6.3484763738428 -26.9309274808283 -26.9309274808283 -3.2614308868219 -26.9309274808283 -26.9309274808283 -6.6228383612471 -1.2703968245217 -26.9309274808283 -26.9309274808283 -26.9309274808283 -26.9309274808283 -6.2957270755184 -5.145378575788 -26.9309274808283 -26.9309274808283 -5.0527659284657 -1.2570376805224 -4.1993829187349 0 -26.9309274808283 -26.9309274808283 -4.8903600838191 -5.3429884565413 -10.48651230717
"sc_12.P1" -25.4319622547081 -25.4319622547081 -5.4229413150775 -25.4319622547081 -25.4319622547081 -25.4319622547081 -2.9909032981127 -25.4319622547081 -5.5401193316765 -0.8783564127646 -3.5306782734321 -25.4319622547081 -1.1100133410085 -25.4319622547081 -25.4319622547081 -17.9003851452927 -25.4319622547081 -3.5886340856496 -25.4319622547081 -25.4319622547081 -25.4319622547081 0 -25.4319622547081 -1.902510390028 -9.7011059005427 -25.4319622547081 -25.4319622547081 -9.4143105802677 -25.4319622547081 -3.5619118850648 -2.867152552234 -0.248355693507701 -2.3692782007411 -0.086232859548101 -25.4319622547081 -3.6595601582369 -25.4319622547081 -25.4319622547081 -2.9500573876609
"sc_26.P1" -26.7676370494289 -6.9492287003083 -26.7676370494289 -26.7676370494289 -26.7676370494289 -5.2913055656141 -26.7676370494289 -26.7676370494289 -5.2336763997797 -3.7320425675615 -26.7676370494289 -26.7676370494289 -2.0284497192502 -26.7676370494289 -5.9200877871552 -26.7676370494289 -26.7676370494289 -3.4528233275612 -26.7676370494289 -26.7676370494289 -26.7676370494289 -1.560564829416 -26.7676370494289 -26.7676370494289 -13.0628571935759 -7.5359967680899 -5.2455136501127 -5.3614258907064 -26.7676370494289 -11.7573150929745 -26.7676370494289 0 -3.1264661671895 -1.2081275356963 -26.7676370494289 -26.7676370494289 -4.940736111712 -26.7676370494289 -26.7676370494289
"sc_25.P1" -25.6451001634471 -25.6451001634471 -25.6451001634471 -25.6451001634471 -23.141312460982 -3.0897797509734 -25.6451001634471 -25.6451001634471 -6.620547144644 -2.4491084255188 -25.6451001634471 -25.6451001634471 -3.600865339743 -25.6451001634471 -4.9545379828923 -25.6451001634471 -23.7341470660023 -25.6451001634471 -25.6451001634471 -25.6451001634471 -25.6451001634471 -0.782873863493501 -25.6451001634471 -25.6451001634471 -25.6451001634471 -25.6451001634471 -25.6451001634471 -25.6451001634471 -25.6451001634471 -25.6451001634471 -25.6451001634471 0 -2.5964967097281 -2.2088555932245 -25.6451001634471 -25.6451001634471 -25.6451001634471 -25.6451001634471 -25.6451001634471
"sc_24.P1" -26.3365023991793 -4.1422832366948 -26.3365023991793 -26.3365023991793 -25.7560901034442 -3.9540004165709 -26.3365023991793 -26.3365023991793 -4.8711910374762 -3.1487093110185 -26.3365023991793 -26.3365023991793 -4.3713961311798 -26.3365023991793 -26.3365023991793 -26.3365023991793 -26.3365023991793 -26.3365023991793 -3.9486570411369 -3.8001589082824 -26.3365023991793 -1.2497688577654 -26.3365023991793 -4.1290238124059 -12.6081536193211 -26.3365023991793 -5.6209479152819 -26.3365023991793 -26.3365023991793 -26.3365023991793 -26.3365023991793 -0.634287731689501 -4.1942668555031 0 -26.3365023991793 -26.3365023991793 -26.3365023991793 -26.3365023991793 -3.5129753438054
"sc_15.P1" -27.3245306238404 -27.3245306238404 -27.3245306238404 -6.05607299272 -27.3245306238404 -27.3245306238404 -27.3245306238404 -5.2060350014639 -6.0781153807271 -4.2557513225198 -27.3245306238404 -27.3245306238404 -5.2990526798765 -27.3245306238404 -5.008234220167 -27.3245306238404 -27.3245306238404 -27.3245306238404 -27.3245306238404 -27.3245306238404 -7.0978906125298 -3.7838152250465 -27.3245306238404 -3.2381120873778 -13.9326187078337 -27.3245306238404 -5.4575387435077 -27.3245306238404 -6.0413592899377 -5.3886912870697 -4.3729381870168 -1.1568748788649 -7.2587776042751 0 -4.5258431125605 -27.3245306238404 -5.2784669766443 -27.3245306238404 -4.8985860880748
"sc_23.P1" -6.0464097889359 -8.2675349484512 -16.33109598839 -27.2056544421343 -27.2056544421343 -3.927743310505 -27.2056544421343 -27.2056544421343 -5.3182838631547 -27.2056544421343 -27.2056544421343 -27.2056544421343 -2.1677726253288 -27.2056544421343 -3.755754736164 -27.2056544421343 -27.2056544421343 -4.2939813451789 -27.2056544421343 -27.2056544421343 -6.7526389834943 -1.7168861580755 -27.2056544421343 -4.1774976301855 -11.7994689831604 -27.2056544421343 -5.9781164738637 -4.653817689266 -5.5856284065912 -27.2056544421343 -5.2409733684175 -0.176488788689399 -2.8681910458637 0 -27.2056544421343 -5.1346284283733 -4.935007401455 -27.2056544421343 -4.531567913912
"sc_14.P1" -4.837680341369 -26.896236950041 -26.896236950041 -26.896236950041 -26.896236950041 -26.896236950041 -26.896236950041 -26.896236950041 -4.4559656883625 -26.896236950041 -26.896236950041 -26.896236950041 -5.1562681450652 -26.896236950041 -26.896236950041 -26.896236950041 -26.896236950041 -26.896236950041 -26.896236950041 -15.8377778997642 -26.896236950041 -1.5397907145917 -26.896236950041 -3.5576602436378 -11.130825120467 -26.896236950041 -4.8760526305017 -26.896236950041 -26.896236950041 -26.896236950041 -4.1653297606241 -2.3059552369596 -5.5162883450872 0 -26.896236950041 -26.896236950041 -26.896236950041 -26.896236950041 -4.4596832210912
"sc_22.P1" -5.9236411447214 -4.146902800938 -6.7133281627012 -26.5504654358156 -26.5504654358156 -3.1147179675396 -26.5504654358156 -26.5504654358156 -6.1329550164703 -1.6970764783797 -4.7017090496378 -26.5504654358156 -2.3393034626002 -26.5504654358156 -4.0099043569078 -26.5504654358156 -26.5504654358156 -3.7576441445736 -26.5504654358156 -26.5504654358156 -26.5504654358156 -0.0564402547929994 -26.5504654358156 -2.2258010848297 -10.574783957826 -8.0335980617552 -8.5341784989423 -26.5504654358156 -4.6429602766139 -11.2540458033962 -4.0409139120127 -0.632973366462899 -2.3334511181058 0 -26.5504654358156 -26.5504654358156 -26.5504654358156 -26.5504654358156 -2.9068718310202
"sc_13.P1" -4.0431578362491 -4.9431724594454 -26.7639506498369 -26.7639506498369 -26.7639506498369 -4.4131965165488 -26.7639506498369 -26.7639506498369 -4.796807797682 -3.7368481847924 -26.7639506498369 -26.7639506498369 -1.7240812759629 -26.7639506498369 -3.7516177720791 -26.7639506498369 -26.7639506498369 -7.8176823032843 -26.7639506498369 -26.7639506498369 -26.7639506498369 -0.5025772964292 -26.7639506498369 -26.7639506498369 -10.5424255076868 -8.2349587719082 -26.7639506498369 -4.6450674669453 -26.7639506498369 -4.3027382238821 -2.9442643717723 -0.118613775325601 -2.9760782371334 0 -26.7639506498369 -26.7639506498369 -26.7639506498369 -26.7639506498369 -5.043042521173
"sc_21.P1" -26.0686992807111 -26.0686992807111 -26.0686992807111 -26.0686992807111 -26.0686992807111 -26.0686992807111 -26.0686992807111 -26.0686992807111 -5.6176496498648 -26.0686992807111 -5.3144186415334 -26.0686992807111 -3.8588022861277 -26.0686992807111 -5.5273397335273 -26.0686992807111 -26.0686992807111 -4.611522018666 -26.0686992807111 -26.0686992807111 -26.0686992807111 -1.4469807189922 -26.0686992807111 -26.0686992807111 -12.683370610429 -26.0686992807111 -26.0686992807111 -26.0686992807111 -26.0686992807111 -3.8367649014403 -4.7048193678232 -1.3034901782662 -2.6883920981844 0 -26.0686992807111 -26.0686992807111 -26.0686992807111 -26.0686992807111 -3.0793067501619
"sc_18.P1" -5.7011256703994 -4.6520365623703 -26.7833440229324 -26.7833440229324 -26.7833440229324 -26.7833440229324 -26.7833440229324 -26.7833440229324 -5.7646547790963 -26.7833440229324 -3.99434923101 -26.7833440229324 -2.3754114241464 -26.7833440229324 -26.7833440229324 -26.7833440229324 -26.7833440229324 -26.7833440229324 -26.7833440229324 -26.7833440229324 -6.5622572002953 -2.0412725692835 -26.7833440229324 -26.7833440229324 -11.9813046307115 -26.7833440229324 -4.5687011107391 -26.7833440229324 -26.7833440229324 -4.4136605960139 -26.7833440229324 0 -3.6205028980825 -0.7674819054343 -26.7833440229324 -6.5752487409242 -4.9128665655936 -26.7833440229324 -3.4578774211803
"sc_20.P1" -5.8789542627981 -27.5979532496705 -7.6194770727495 -27.5979532496705 -27.5979532496705 -27.5979532496705 -27.5979532496705 -27.5979532496705 -5.1768210899299 -27.5979532496705 -6.9593661655716 -27.5979532496705 -3.8749503663818 -27.5979532496705 -27.5979532496705 -27.5979532496705 -4.639615605409 -5.9874667289483 -27.5979532496705 -27.5979532496705 -27.5979532496705 -2.3538827679637 -27.5979532496705 -3.5735858624602 -10.6124066115789 -27.5979532496705 -5.1682167132829 -27.5979532496705 -27.5979532496705 -4.4510157012241 -5.0794203372005 -2.068407116914 -4.1733166619119 0 -27.5979532496705 -4.6936003420242 -27.5979532496705 -27.5979532496705 -6.951256364143
"sc_19.P1" -5.051340699235 -25.946070815906 -25.946070815906 -25.946070815906 -25.946070815906 -25.946070815906 -25.946070815906 -25.946070815906 -5.3865501589126 -2.9927561948352 -5.4534554519098 -25.946070815906 -25.946070815906 -25.946070815906 -4.9241452059097 -25.946070815906 -25.946070815906 -4.5050009421058 -25.946070815906 -25.946070815906 -25.946070815906 -0.694900324752199 -25.946070815906 -25.946070815906 -10.4970211370508 -25.946070815906 -4.4658257589318 -4.4410905278271 -25.946070815906 -25.946070815906 -2.743957227532 0 -1.5770972401033 -0.793678389855899 -25.946070815906 -25.946070815906 -4.3566751943693 -25.946070815906 -2.8778367897331
"sc_16.P1" -24.1097324308466 -4.2456793150505 -7.2109603334548 -22.2549286160297 -26.0011645003374 -19.2798487150161 -25.9338946435758 -26.5602600415749 -8.0905744102181 -17.9260069408695 -6.0418806475751 -26.5602600415749 -1.710046069145 -23.3562631309843 -6.0075687787172 -24.4560429020835 -20.1578857229237 -7.5726576216531 -26.5602600415749 -20.0476714043833 -6.0541970064427 -2.1996056661379 -19.2765710133744 -3.1400784808259 -16.0970100848631 -24.6129372892662 -4.8051990664553 -4.7309321618953 -5.4242143344048 -22.8770851427993 -3.7802012686119 0 -4.8336783205502 -0.0227803058809002 -21.0387046540084 -20.2158092891126 -3.636913784206 -24.5038987440806 -4.1471019793814
