Chip Run Info,C:\Documents and Settings\regmgka\Desktop\PCR data files\241111_GK_SEJLTHSC9+_left\ChipRun.bml,1131214095,48.48 (113x),Default-10min-Hot-Start,ROX,FAM-MGB,24/11/2011 14:45:06,01:31:39,BIOMARK190
Application Version,3.0.2
Application Build,20100811.2212
Export Type,Table Results
Quality Threshold,0.65
Baseline Correction Method,Linear
Ct Threshold Method,Auto (Global)


Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB
Chamber,Sample,Sample,Sample,FAM-MGB,FAM-MGB,FAM-MGB,Ct,Ct,Ct,Ct,Delta Ct Reagent,Delta Ct Reagent,Delta Ct Reagent
ID,Name,Type,rConc,Name,Type,Reference,Value,Quality,Call,Threshold,Value,Quality,Call
S46-A09,sc_40,Unknown,1,Epor,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S46-A10,sc_40,Unknown,1,control,Reference,,16.2645767750916,0.87,Pass,0.0212016009526505,2.50056292504857,0.87,Pass
S46-A11,sc_40,Unknown,1,Rbl2,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S46-A12,sc_40,Unknown,1,Procr,Test,control,23.7413372271562,0.93,Pass,0.0212016009526505,9.97732337711323,0.916666666666667,Pass
S46-A13,sc_40,Unknown,1,Byglycan,Test,control,16.4906199559233,0.89,Pass,0.0212016009526505,2.72660610588029,0.89,Pass
S46-A14,sc_40,Unknown,1,Ccna2,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S46-A15,sc_40,Unknown,1,Esam1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S46-A16,sc_40,Unknown,1,Il7r,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S46-A17,sc_40,Unknown,1,p16,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S46-A18,sc_40,Unknown,1,Rag1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S46-A19,sc_40,Unknown,1,Cbx4,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S46-A20,sc_40,Unknown,1,Ccnb2,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S46-A21,sc_40,Unknown,1,Flt3,Test,control,35.0362387757641,0.57,Fail,0.0212016009526505,21.2722249257211,0.57,Fail
S46-A22,sc_40,Unknown,1,Ikzf1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S46-A23,sc_40,Unknown,1,p18,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S46-A24,sc_40,Unknown,1,Runx1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S46-A25,sc_40,Unknown,1,Cd150,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S46-A26,sc_40,Unknown,1,Ccnd1,Test,control,17.0366607326074,0.93,Pass,0.0212016009526505,3.27264688256438,0.916666666666667,Pass
S46-A27,sc_40,Unknown,1,Gata1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S46-A28,sc_40,Unknown,1,ki67,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S46-A29,sc_40,Unknown,1,p19,Test,control,16.9172613867263,0.84,Pass,0.0212016009526505,3.1532475366833,0.84,Pass
S46-A30,sc_40,Unknown,1,S100a6,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S46-A31,sc_40,Unknown,1,Cd34,Test,control,17.2808179471333,0.83,Pass,0.0212016009526505,3.51680409709029,0.83,Pass
S46-A32,sc_40,Unknown,1,Ccne1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S46-A33,sc_40,Unknown,1,Gata2,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S46-A34,sc_40,Unknown,1,Lck,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S46-A35,sc_40,Unknown,1,p21,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S46-A36,sc_40,Unknown,1,Tal1,Test,control,19.8986687050797,0.88,Pass,0.0212016009526505,6.13465485503673,0.88,Pass
S46-A37,sc_40,Unknown,1,Cd48,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S46-A38,sc_40,Unknown,1,ccnf1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S46-A39,sc_40,Unknown,1,Gfi1,Test,control,22.2302033396764,0.95,Pass,0.0212016009526505,8.46618948963339,0.916666666666667,Pass
S46-A40,sc_40,Unknown,1,Mpl,Test,control,14.9184841046622,0.94,Pass,0.0212016009526505,1.1544702546192,0.916666666666667,Pass
S46-A41,sc_40,Unknown,1,p27,Test,control,16.7007888256333,0.87,Pass,0.0212016009526505,2.93677497559028,0.87,Pass
S46-A42,sc_40,Unknown,1,Tie1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S46-A43,sc_40,Unknown,1,Cd9,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S46-A44,sc_40,Unknown,1,Ccng1,Test,control,17.241845725835,0.88,Pass,0.0212016009526505,3.47783187579199,0.88,Pass
S46-A45,sc_40,Unknown,1,Hoxa5,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S46-A46,sc_40,Unknown,1,Mpo,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S46-A47,sc_40,Unknown,1,p57,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S46-A48,sc_40,Unknown,1,control,Reference,,12.1352483800987,0.95,Pass,0.0212016009526505,-1.6287654699443,0.916666666666667,Pass
S01-A01,noRT_ctrl_1,Unknown,0,control,Reference,,999,0,Fail,0.0212016009526505,999,0,Fail
S01-A02,noRT_ctrl_1,Unknown,0,Cebpa,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S01-A03,noRT_ctrl_1,Unknown,0,Ebf1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S01-A04,noRT_ctrl_1,Unknown,0,Hes1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S01-A05,noRT_ctrl_1,Unknown,0,Rbl1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S01-A06,noRT_ctrl_1,Unknown,0,Pbx1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S01-A07,noRT_ctrl_1,Unknown,0,Bmi1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S01-A08,noRT_ctrl_1,Unknown,0,Cited2,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S01-A09,noRT_ctrl_1,Unknown,0,Epor,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S01-A10,noRT_ctrl_1,Unknown,0,control,Reference,,999,0,Fail,0.0212016009526505,999,0,Fail
S01-A11,noRT_ctrl_1,Unknown,0,Rbl2,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S01-A12,noRT_ctrl_1,Unknown,0,Procr,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S01-A13,noRT_ctrl_1,Unknown,0,Byglycan,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S01-A14,noRT_ctrl_1,Unknown,0,Ccna2,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S01-A15,noRT_ctrl_1,Unknown,0,Esam1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S01-A16,noRT_ctrl_1,Unknown,0,Il7r,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S01-A17,noRT_ctrl_1,Unknown,0,p16,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S01-A18,noRT_ctrl_1,Unknown,0,Rag1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S01-A19,noRT_ctrl_1,Unknown,0,Cbx4,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S01-A20,noRT_ctrl_1,Unknown,0,Ccnb2,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S01-A21,noRT_ctrl_1,Unknown,0,Flt3,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S01-A22,noRT_ctrl_1,Unknown,0,Ikzf1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S01-A23,noRT_ctrl_1,Unknown,0,p18,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S01-A24,noRT_ctrl_1,Unknown,0,Runx1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S01-A25,noRT_ctrl_1,Unknown,0,Cd150,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S01-A26,noRT_ctrl_1,Unknown,0,Ccnd1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S01-A27,noRT_ctrl_1,Unknown,0,Gata1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S01-A28,noRT_ctrl_1,Unknown,0,ki67,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S01-A29,noRT_ctrl_1,Unknown,0,p19,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S01-A30,noRT_ctrl_1,Unknown,0,S100a6,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S01-A31,noRT_ctrl_1,Unknown,0,Cd34,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S01-A32,noRT_ctrl_1,Unknown,0,Ccne1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S01-A33,noRT_ctrl_1,Unknown,0,Gata2,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S01-A34,noRT_ctrl_1,Unknown,0,Lck,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S01-A35,noRT_ctrl_1,Unknown,0,p21,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S01-A36,noRT_ctrl_1,Unknown,0,Tal1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S01-A37,noRT_ctrl_1,Unknown,0,Cd48,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S01-A38,noRT_ctrl_1,Unknown,0,ccnf1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S01-A39,noRT_ctrl_1,Unknown,0,Gfi1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S01-A40,noRT_ctrl_1,Unknown,0,Mpl,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S01-A41,noRT_ctrl_1,Unknown,0,p27,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S01-A42,noRT_ctrl_1,Unknown,0,Tie1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S01-A43,noRT_ctrl_1,Unknown,0,Cd9,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S01-A44,noRT_ctrl_1,Unknown,0,Ccng1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S01-A45,noRT_ctrl_1,Unknown,0,Hoxa5,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S01-A46,noRT_ctrl_1,Unknown,0,Mpo,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S01-A47,noRT_ctrl_1,Unknown,0,p57,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S01-A48,noRT_ctrl_1,Unknown,0,control,Reference,,999,0,Fail,0.0212016009526505,999,0,Fail
S45-A01,sc_39,Unknown,1,control,Reference,,13.7322846233894,0.88,Pass,0.0212016009526505,-1.52855119071051,0.88,Pass
S45-A02,sc_39,Unknown,1,Cebpa,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S45-A03,sc_39,Unknown,1,Ebf1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S45-A04,sc_39,Unknown,1,Hes1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S45-A05,sc_39,Unknown,1,Rbl1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S45-A06,sc_39,Unknown,1,Pbx1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S45-A07,sc_39,Unknown,1,Bmi1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S45-A08,sc_39,Unknown,1,Cited2,Test,control,15.4999233279922,0.94,Pass,0.0212016009526505,0.239087513892304,0.893333333333333,Pass
S45-A09,sc_39,Unknown,1,Epor,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S45-A10,sc_39,Unknown,1,control,Reference,,17.070494559132,0.86,Pass,0.0212016009526505,1.80965874503205,0.86,Pass
S45-A11,sc_39,Unknown,1,Rbl2,Test,control,17.8623220339015,0.9,Pass,0.0212016009526505,2.60148621980153,0.893333333333333,Pass
S45-A12,sc_39,Unknown,1,Procr,Test,control,23.8977062164708,0.92,Pass,0.0212016009526505,8.63687040237083,0.893333333333333,Pass
S45-A13,sc_39,Unknown,1,Byglycan,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S45-A14,sc_39,Unknown,1,Ccna2,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S45-A15,sc_39,Unknown,1,Esam1,Test,control,19.6140224780761,0.9,Pass,0.0212016009526505,4.35318666397612,0.893333333333333,Pass
S45-A16,sc_39,Unknown,1,Il7r,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S45-A17,sc_39,Unknown,1,p16,Test,control,16.7719725236652,0.9,Pass,0.0212016009526505,1.51113670956527,0.893333333333333,Pass
S45-A18,sc_39,Unknown,1,Rag1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S45-A19,sc_39,Unknown,1,Cbx4,Test,control,19.3956969593072,0.87,Pass,0.0212016009526505,4.13486114520725,0.87,Pass
S45-A20,sc_39,Unknown,1,Ccnb2,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S45-A21,sc_39,Unknown,1,Flt3,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S45-A22,sc_39,Unknown,1,Ikzf1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S45-A23,sc_39,Unknown,1,p18,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S45-A24,sc_39,Unknown,1,Runx1,Test,control,17.0702524651915,0.87,Pass,0.0212016009526505,1.80941665109157,0.87,Pass
S45-A25,sc_39,Unknown,1,Cd150,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S45-A26,sc_39,Unknown,1,Ccnd1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S45-A27,sc_39,Unknown,1,Gata1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S45-A28,sc_39,Unknown,1,ki67,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S45-A29,sc_39,Unknown,1,p19,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S45-A30,sc_39,Unknown,1,S100a6,Test,control,17.5798259215498,0.9,Pass,0.0212016009526505,2.31899010744982,0.893333333333333,Pass
S45-A31,sc_39,Unknown,1,Cd34,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S45-A32,sc_39,Unknown,1,Ccne1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S45-A33,sc_39,Unknown,1,Gata2,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S45-A34,sc_39,Unknown,1,Lck,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S45-A35,sc_39,Unknown,1,p21,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S45-A36,sc_39,Unknown,1,Tal1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S45-A37,sc_39,Unknown,1,Cd48,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S45-A38,sc_39,Unknown,1,ccnf1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S45-A39,sc_39,Unknown,1,Gfi1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S45-A40,sc_39,Unknown,1,Mpl,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S45-A41,sc_39,Unknown,1,p27,Test,control,16.699491324293,0.86,Pass,0.0212016009526505,1.43865551019304,0.86,Pass
S45-A42,sc_39,Unknown,1,Tie1,Test,control,16.8722272038735,0.87,Pass,0.0212016009526505,1.61139138977357,0.87,Pass
S45-A43,sc_39,Unknown,1,Cd9,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S45-A44,sc_39,Unknown,1,Ccng1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S45-A45,sc_39,Unknown,1,Hoxa5,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S45-A46,sc_39,Unknown,1,Mpo,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S45-A47,sc_39,Unknown,1,p57,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S45-A48,sc_39,Unknown,1,control,Reference,,14.9797282597784,0.94,Pass,0.0212016009526505,-0.281107554321537,0.893333333333333,Pass
S06-A01,noRT_ctrl_6,Unknown,0,control,Reference,,999,0,Fail,0.0212016009526505,999,0,Fail
S06-A02,noRT_ctrl_6,Unknown,0,Cebpa,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S06-A03,noRT_ctrl_6,Unknown,0,Ebf1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S06-A04,noRT_ctrl_6,Unknown,0,Hes1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S06-A05,noRT_ctrl_6,Unknown,0,Rbl1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S06-A06,noRT_ctrl_6,Unknown,0,Pbx1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S06-A07,noRT_ctrl_6,Unknown,0,Bmi1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S06-A08,noRT_ctrl_6,Unknown,0,Cited2,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S06-A09,noRT_ctrl_6,Unknown,0,Epor,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S06-A10,noRT_ctrl_6,Unknown,0,control,Reference,,999,0,Fail,0.0212016009526505,999,0,Fail
S06-A11,noRT_ctrl_6,Unknown,0,Rbl2,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S06-A12,noRT_ctrl_6,Unknown,0,Procr,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S06-A13,noRT_ctrl_6,Unknown,0,Byglycan,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S06-A14,noRT_ctrl_6,Unknown,0,Ccna2,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S06-A15,noRT_ctrl_6,Unknown,0,Esam1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S06-A16,noRT_ctrl_6,Unknown,0,Il7r,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S06-A17,noRT_ctrl_6,Unknown,0,p16,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S06-A18,noRT_ctrl_6,Unknown,0,Rag1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S06-A19,noRT_ctrl_6,Unknown,0,Cbx4,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S06-A20,noRT_ctrl_6,Unknown,0,Ccnb2,Test,control,35.0339190058843,0.41,Fail,0.0212016009526505,999,0,Fail
S06-A21,noRT_ctrl_6,Unknown,0,Flt3,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S06-A22,noRT_ctrl_6,Unknown,0,Ikzf1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S06-A23,noRT_ctrl_6,Unknown,0,p18,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S06-A24,noRT_ctrl_6,Unknown,0,Runx1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S06-A25,noRT_ctrl_6,Unknown,0,Cd150,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S06-A26,noRT_ctrl_6,Unknown,0,Ccnd1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S06-A27,noRT_ctrl_6,Unknown,0,Gata1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S06-A28,noRT_ctrl_6,Unknown,0,ki67,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S06-A29,noRT_ctrl_6,Unknown,0,p19,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S06-A30,noRT_ctrl_6,Unknown,0,S100a6,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S06-A31,noRT_ctrl_6,Unknown,0,Cd34,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S06-A32,noRT_ctrl_6,Unknown,0,Ccne1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S06-A33,noRT_ctrl_6,Unknown,0,Gata2,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S06-A34,noRT_ctrl_6,Unknown,0,Lck,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S06-A35,noRT_ctrl_6,Unknown,0,p21,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S06-A36,noRT_ctrl_6,Unknown,0,Tal1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S06-A37,noRT_ctrl_6,Unknown,0,Cd48,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S06-A38,noRT_ctrl_6,Unknown,0,ccnf1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S06-A39,noRT_ctrl_6,Unknown,0,Gfi1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S06-A40,noRT_ctrl_6,Unknown,0,Mpl,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S06-A41,noRT_ctrl_6,Unknown,0,p27,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S06-A42,noRT_ctrl_6,Unknown,0,Tie1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S06-A43,noRT_ctrl_6,Unknown,0,Cd9,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S06-A44,noRT_ctrl_6,Unknown,0,Ccng1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S06-A45,noRT_ctrl_6,Unknown,0,Hoxa5,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S06-A46,noRT_ctrl_6,Unknown,0,Mpo,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S06-A47,noRT_ctrl_6,Unknown,0,p57,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S06-A48,noRT_ctrl_6,Unknown,0,control,Reference,,999,0,Fail,0.0212016009526505,999,0,Fail
S44-A01,sc_38,Unknown,1,control,Reference,,13.0578428539878,0.91,Pass,0.0212016009526505,-0.456111768667222,0.91,Pass
S44-A02,sc_38,Unknown,1,Cebpa,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S44-A03,sc_38,Unknown,1,Ebf1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S44-A04,sc_38,Unknown,1,Hes1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S44-A05,sc_38,Unknown,1,Rbl1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S44-A06,sc_38,Unknown,1,Pbx1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S44-A07,sc_38,Unknown,1,Bmi1,Test,control,17.5946360827125,0.95,Pass,0.0212016009526505,4.08068146005756,0.936666666666667,Pass
S44-A08,sc_38,Unknown,1,Cited2,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S44-A09,sc_38,Unknown,1,Epor,Test,control,15.9699352667813,0.96,Pass,0.0212016009526505,2.4559806441263,0.936666666666667,Pass
S44-A10,sc_38,Unknown,1,control,Reference,,15.227488896199,0.93,Pass,0.0212016009526505,1.71353427354397,0.93,Pass
S44-A11,sc_38,Unknown,1,Rbl2,Test,control,17.8279305579927,0.92,Pass,0.0212016009526505,4.31397593533768,0.92,Pass
S44-A12,sc_38,Unknown,1,Procr,Test,control,24.4917187328511,0.92,Pass,0.0212016009526505,10.9777641101961,0.92,Pass
S44-A13,sc_38,Unknown,1,Byglycan,Test,control,18.4685079512805,0.89,Pass,0.0212016009526505,4.95455332862548,0.89,Pass
S44-A14,sc_38,Unknown,1,Ccna2,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S44-A15,sc_38,Unknown,1,Esam1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S44-A16,sc_38,Unknown,1,Il7r,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S44-A17,sc_38,Unknown,1,p16,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S44-A18,sc_38,Unknown,1,Rag1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S44-A19,sc_38,Unknown,1,Cbx4,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S44-A20,sc_38,Unknown,1,Ccnb2,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S44-A21,sc_38,Unknown,1,Flt3,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S44-A22,sc_38,Unknown,1,Ikzf1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S44-A23,sc_38,Unknown,1,p18,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S44-A24,sc_38,Unknown,1,Runx1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S44-A25,sc_38,Unknown,1,Cd150,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S44-A26,sc_38,Unknown,1,Ccnd1,Test,control,16.7747709245722,0.95,Pass,0.0212016009526505,3.26081630191725,0.936666666666667,Pass
S44-A27,sc_38,Unknown,1,Gata1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S44-A28,sc_38,Unknown,1,ki67,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S44-A29,sc_38,Unknown,1,p19,Test,control,16.9558815479071,0.87,Pass,0.0212016009526505,3.44192692525216,0.87,Pass
S44-A30,sc_38,Unknown,1,S100a6,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S44-A31,sc_38,Unknown,1,Cd34,Test,control,17.9451236147875,0.86,Pass,0.0212016009526505,4.43116899213249,0.86,Pass
S44-A32,sc_38,Unknown,1,Ccne1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S44-A33,sc_38,Unknown,1,Gata2,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S44-A34,sc_38,Unknown,1,Lck,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S44-A35,sc_38,Unknown,1,p21,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S44-A36,sc_38,Unknown,1,Tal1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S44-A37,sc_38,Unknown,1,Cd48,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S44-A38,sc_38,Unknown,1,ccnf1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S44-A39,sc_38,Unknown,1,Gfi1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S44-A40,sc_38,Unknown,1,Mpl,Test,control,14.0609182952974,0.96,Pass,0.0212016009526505,0.5469636726424,0.936666666666667,Pass
S44-A41,sc_38,Unknown,1,p27,Test,control,25.4763535820915,0.95,Pass,0.0212016009526505,11.9623989594365,0.936666666666667,Pass
S44-A42,sc_38,Unknown,1,Tie1,Test,control,18.4668070787594,0.88,Pass,0.0212016009526505,4.95285245610443,0.88,Pass
S44-A43,sc_38,Unknown,1,Cd9,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S44-A44,sc_38,Unknown,1,Ccng1,Test,control,17.3848573331094,0.86,Pass,0.0212016009526505,3.87090271045438,0.86,Pass
S44-A45,sc_38,Unknown,1,Hoxa5,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S44-A46,sc_38,Unknown,1,Mpo,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S44-A47,sc_38,Unknown,1,p57,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
